;Produced by Yue Chen, @LANL, on Jul  3, 2018 - Lshell selection performed by Rafael Pires de Lima, on August 12, 2020
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data to be compared to model forecast results: Radial distributions of 1MeV electrons observed by RBSP-a between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), e- fluxes at L1/L2, .../Ln
;L values are shown in the top row

;format (I5, 3x, f10.4, 43e10.2)

  S/N         Time       4.00      4.10      4.20  
 3680     766.6458   1.46e+03  1.40e+03  1.32e+03  
 3681     766.8542   1.42e+03  1.36e+03  1.28e+03  
 3682     767.0625   1.38e+03  1.32e+03  1.24e+03  
 3683     767.2708   1.34e+03  1.28e+03  1.20e+03  
 3684     767.4792   1.30e+03  1.24e+03  1.17e+03  
 3685     767.6875   1.26e+03  1.20e+03  1.13e+03  
 3686     767.8958   1.22e+03  1.17e+03  1.10e+03  
 3687     768.1042   1.19e+03  1.13e+03  1.07e+03  
 3688     768.3125   1.15e+03  1.10e+03  1.03e+03  
 3689     768.5208   1.12e+03  1.07e+03  1.00e+03  
 3690     768.7292   1.09e+03  1.04e+03  9.74e+02  
 3691     768.9375   1.06e+03  1.01e+03  9.45e+02  
 3692     769.1458   1.03e+03  9.77e+02  9.17e+02  
 3693     769.3542   9.98e+02  9.48e+02  8.90e+02  
 3694     769.5625   9.69e+02  9.20e+02  8.64e+02  
 3695     769.7708   9.41e+02  8.93e+02  8.38e+02  
 3696     769.9792   9.14e+02  8.66e+02  8.13e+02  
 3697     770.1875   8.88e+02  8.41e+02  7.89e+02  
 3698     770.3958   8.62e+02  8.16e+02  7.66e+02  
 3699     770.6042   8.38e+02  7.92e+02  7.43e+02  
 3700     770.8125   8.13e+02  7.68e+02  7.21e+02  
 3701     771.0208   7.90e+02  7.46e+02  6.99e+02  
 3702     771.2292   8.19e+02  7.83e+02  7.29e+02  
 3703     771.4375   5.79e+02  5.59e+02  5.12e+02  
 3704     771.6458   6.13e+02  6.12e+02  5.87e+02  
 3705     771.8542   6.06e+02  5.94e+02  5.72e+02  
 3706     772.0625   5.59e+02  5.45e+02  5.28e+02  
 3707     772.2708   5.48e+02  5.34e+02  5.13e+02  
 3708     772.4792   5.38e+02  5.24e+02  4.98e+02  
 3709     772.6875   4.86e+02  4.76e+02  4.59e+02  
 3710     772.8958   5.13e+02  4.95e+02  4.74e+02  
 3711     773.1042   5.06e+02  4.95e+02  4.88e+02  
 3712     773.3125   4.23e+02  4.22e+02  4.01e+02  
 3713     773.5208   4.31e+02  4.27e+02  4.16e+02  
 3714     773.7292   3.67e+02  3.61e+02  3.51e+02  
 3715     773.9375   3.69e+02  3.75e+02  3.66e+02  
 3716     774.1458   3.56e+02  3.58e+02  3.50e+02  
 3717     774.3542   3.43e+02  3.43e+02  3.35e+02  
 3718     774.5625   3.22e+02  3.22e+02  3.18e+02  
 3719     774.7708   3.32e+02  3.24e+02  3.18e+02  
 3720     774.9792   3.27e+02  3.25e+02  3.24e+02  
 3721     775.1875   3.01e+02  3.02e+02  2.95e+02  
 3722     775.3958   2.83e+02  2.91e+02  2.96e+02  
 3723     775.6042   2.75e+02  2.39e+02  2.36e+02  
 3724     775.8125   2.68e+02  2.72e+02  2.67e+02  
 3725     776.0208   2.61e+02  2.87e+02  2.85e+02  
 3726     776.2292   2.55e+02  2.53e+02  2.32e+02  
 3727     776.4375   2.34e+02  2.36e+02  2.30e+02  
 3728     776.6458   2.17e+02  2.17e+02  2.11e+02  
 3729     776.8542   2.26e+02  2.27e+02  2.25e+02  
 3730     777.0625   2.25e+02  2.22e+02  2.26e+02  
 3731     777.2708   2.15e+02  2.15e+02  2.18e+02  
 3732     777.4792   2.11e+02  2.10e+02  1.90e+02  
 3733     777.6875   2.07e+02  2.04e+02  2.06e+02  
 3734     777.8958   2.14e+02  2.10e+02  1.92e+02  
 3735     778.1042   1.89e+02  1.88e+02  1.85e+02  
 3736     778.3125   1.84e+02  1.84e+02  1.81e+02  
 3737     778.5208   1.53e+02  1.52e+02  1.51e+02  
 3738     778.7292   1.62e+02  1.65e+02  1.62e+02  
 3739     778.9375   1.75e+02  1.73e+02  1.71e+02  
 3740     779.1458   1.16e+02  1.11e+02  1.09e+02  
 3741     779.3542   1.10e+02  1.05e+02  7.24e+01  
 3742     779.5625   1.04e+02  9.91e+01  8.53e+01  
 3743     779.7708   1.12e+02  1.07e+02  1.02e+02  
 3744     779.9792   1.13e+02  1.11e+02  1.09e+02  
 3745     780.1875   9.98e+01  9.32e+01  8.42e+01  
 3746     780.3958   6.48e+01  5.61e+01  5.45e+01  
 3747     780.6042   9.26e+01  1.15e+02  1.31e+02  
 3748     780.8125   1.22e+02  1.43e+02  1.91e+02  
 3749     781.0208   1.67e+02  2.26e+02  2.78e+02  
 3750     781.2292   1.79e+02  2.36e+02  2.90e+02  
 3751     781.4375   1.92e+02  2.47e+02  3.03e+02  
 3752     781.6458   2.16e+02  2.85e+02  3.47e+02  
 3753     781.8542   1.93e+02  2.56e+02  3.20e+02  
 3754     782.0625   1.49e+02  2.02e+02  2.67e+02  
 3755     782.2708   2.10e+02  2.78e+02  3.09e+02  
 3756     782.4792   2.15e+02  2.73e+02  3.31e+02  
 3757     782.6875   1.92e+02  2.47e+02  3.06e+02  
 3758     782.8958   2.39e+02  3.06e+02  3.71e+02  
 3759     783.1042   2.56e+02  3.22e+02  3.83e+02  
 3760     783.3125   2.73e+02  3.39e+02  3.96e+02  
 3761     783.5208   1.61e+02  2.13e+02  2.82e+02  
 3762     783.7292   1.16e+02  1.57e+02  1.83e+02  
 3763     783.9375   1.84e+02  1.78e+02  1.90e+02  
 3764     784.1458   1.67e+02  2.13e+02  2.45e+02  
 3765     784.3542   3.10e+02  3.78e+02  3.97e+02  
 3766     784.5625   1.16e+02  1.16e+02  1.11e+02  
 3767     784.7708   1.38e+02  1.58e+02  1.58e+02  
 3768     784.9792   1.33e+02  1.63e+02  1.79e+02  
 3769     785.1875   1.28e+02  1.69e+02  2.03e+02  
 3770     785.3958   5.55e+02  7.95e+02  9.38e+02  
 3771     785.6042   6.89e+02  8.66e+02  9.34e+02  
 3772     785.8125   4.78e+02  7.04e+02  9.33e+02  
 3773     786.0208   9.81e+02  1.25e+03  1.49e+03  
 3774     786.2292   1.28e+03  1.55e+03  1.70e+03  
 3775     786.4375   1.12e+03  1.24e+03  1.25e+03  
 3776     786.6458   1.64e+03  1.84e+03  1.97e+03  
 3777     786.8542   1.86e+03  2.08e+03  2.22e+03  
 3778     787.0625   2.10e+03  2.36e+03  2.49e+03  
 3779     787.2708   2.44e+03  2.67e+03  2.71e+03  
 3780     787.4792   1.84e+03  1.89e+03  1.84e+03  
 3781     787.6875   1.90e+03  2.07e+03  2.17e+03  
 3782     787.8958   2.00e+03  2.19e+03  2.22e+03  
 3783     788.1042   2.12e+03  2.43e+03  2.57e+03  
 3784     788.3125   1.82e+03  1.93e+03  1.98e+03  
 3785     788.5208   1.84e+03  2.00e+03  2.04e+03  
 3786     788.7292   1.82e+03  1.99e+03  2.04e+03  
 3787     788.9375   1.80e+03  1.98e+03  2.04e+03  
 3788     789.1458   2.34e+03  2.32e+03  2.27e+03  
 3789     789.3542   1.71e+03  1.70e+03  1.65e+03  
 3790     789.5625   2.15e+03  2.18e+03  2.10e+03  
 3791     789.7708   2.33e+03  2.41e+03  2.43e+03  
 3792     789.9792   2.24e+03  2.37e+03  2.42e+03  
 3793     790.1875   2.03e+03  2.08e+03  2.13e+03  
 3794     790.3958   1.67e+03  1.71e+03  1.64e+03  
 3795     790.6042   1.63e+03  1.64e+03  1.64e+03  
 3796     790.8125   1.58e+03  1.75e+03  1.84e+03  
 3797     791.0208   1.87e+03  2.00e+03  2.00e+03  
 3798     791.2292   1.45e+03  1.53e+03  1.52e+03  
 3799     791.4375   1.56e+03  1.65e+03  1.67e+03  
 3800     791.6458   1.40e+03  1.41e+03  1.37e+03  
 3801     791.8542   1.52e+03  1.61e+03  1.58e+03  
 3802     792.0625   1.60e+03  1.63e+03  1.67e+03  
 3803     792.2708   1.37e+03  1.40e+03  1.39e+03  
 3804     792.4792   1.26e+03  1.34e+03  1.34e+03  
 3805     792.6875   1.32e+03  1.36e+03  1.36e+03  
 3806     792.8958   1.30e+03  1.40e+03  1.43e+03  
 3807     793.1042   1.18e+03  1.25e+03  1.27e+03  
 3808     793.3125   1.10e+03  1.16e+03  1.22e+03  
 3809     793.5208   9.15e+02  9.61e+02  9.59e+02  
 3810     793.7292   9.63e+02  1.01e+03  1.04e+03  
 3811     793.9375   9.59e+02  1.08e+03  1.10e+03  
 3812     794.1458   9.55e+02  1.01e+03  1.04e+03  
 3813     794.3542   9.59e+02  1.02e+03  1.06e+03  
 3814     794.5625   8.81e+02  9.25e+02  9.33e+02  
 3815     794.7708   9.28e+02  9.98e+02  1.03e+03  
 3816     794.9792   1.00e+03  1.04e+03  1.09e+03  
 3817     795.1875   1.04e+03  1.10e+03  1.11e+03  
 3818     795.3958   8.35e+02  8.72e+02  8.82e+02  
 3819     795.6042   9.00e+02  9.45e+02  9.76e+02  
 3820     795.8125   9.03e+02  9.53e+02  9.83e+02  
 3821     796.0208   9.07e+02  9.60e+02  9.91e+02  
 3822     796.2292   9.40e+02  9.91e+02  1.02e+03  
 3823     796.4375   7.17e+02  7.48e+02  7.48e+02  
 3824     796.6458   6.26e+02  6.85e+02  7.15e+02  
 3825     796.8542   6.42e+02  6.82e+02  7.16e+02  
 3826     797.0625   6.67e+02  7.07e+02  7.33e+02  
 3827     797.2708   5.47e+02  5.90e+02  6.00e+02  
 3828     797.4792   5.28e+02  5.56e+02  5.84e+02  
 3829     797.6875   5.41e+02  5.76e+02  6.04e+02  
 3830     797.8958   5.53e+02  5.96e+02  6.26e+02  
 3831     798.1042   5.45e+02  5.76e+02  6.03e+02  
 3832     798.3125   4.47e+02  4.69e+02  4.92e+02  
 3833     798.5208   4.61e+02  4.96e+02  5.21e+02  
 3834     798.7292   4.69e+02  5.02e+02  5.18e+02  
 3835     798.9375   4.52e+02  4.93e+02  5.12e+02  
 3836     799.1458   4.28e+02  4.63e+02  4.90e+02  
 3837     799.3542   3.74e+02  4.06e+02  4.27e+02  
 3838     799.5625   3.73e+02  4.01e+02  4.22e+02  
 3839     799.7708   3.71e+02  3.95e+02  4.17e+02  
 3840     799.9792   3.84e+02  4.12e+02  4.38e+02  
 3841     800.1875   3.14e+02  3.42e+02  3.56e+02  
 3842     800.3958   3.14e+02  3.42e+02  3.62e+02  
 3843     800.6042   2.98e+02  3.13e+02  3.25e+02  
 3844     800.8125   3.13e+02  3.35e+02  3.55e+02  
 3845     801.0208   3.34e+02  3.38e+02  3.59e+02  
 3846     801.2292   2.89e+02  3.07e+02  3.27e+02  
 3847     801.4375   2.79e+02  2.97e+02  3.14e+02  
 3848     801.6458   2.69e+02  2.88e+02  3.01e+02  
 3849     801.8542   2.60e+02  2.86e+02  3.03e+02  
 3850     802.0625   2.24e+02  2.44e+02  2.56e+02  
 3851     802.2708   2.20e+02  2.38e+02  2.49e+02  
 3852     802.4792   1.76e+02  1.90e+02  1.95e+02  
 3853     802.6875   1.74e+02  1.94e+02  1.97e+02  
 3854     802.8958   1.85e+02  2.02e+02  2.14e+02  
 3855     803.1042   1.74e+02  1.80e+02  1.92e+02  
 3856     803.3125   1.65e+02  1.75e+02  1.85e+02  
 3857     803.5208   1.57e+02  1.70e+02  1.78e+02  
 3858     803.7292   1.43e+02  1.54e+02  1.72e+02  
 3859     803.9375   1.47e+02  1.64e+02  1.83e+02  
 3860     804.1458   1.44e+02  1.56e+02  1.67e+02  
 3861     804.3542   1.26e+02  1.37e+02  1.45e+02  
 3862     804.5625   1.08e+02  1.19e+02  1.28e+02  
 3863     804.7708   1.14e+02  1.22e+02  1.32e+02  
 3864     804.9792   1.08e+02  1.18e+02  1.25e+02  
 3865     805.1875   1.05e+02  1.14e+02  1.22e+02  
 3866     805.3958   1.01e+02  1.10e+02  1.18e+02  
 3867     805.6042   9.17e+01  9.09e+01  8.92e+01  
 3868     805.8125   9.00e+01  9.26e+01  9.32e+01  
 3869     806.0208   9.37e+01  9.66e+01  1.01e+02  
 3870     806.2292   8.02e+01  8.34e+01  8.40e+01  
 3871     806.4375   8.46e+01  9.21e+01  9.39e+01  
 3872     806.6458   7.99e+01  8.17e+01  8.51e+01  
 3873     806.8542   8.66e+01  9.15e+01  9.63e+01  
 3874     807.0625   8.06e+01  8.68e+01  9.70e+01  
 3875     807.2708   7.51e+01  8.23e+01  9.76e+01  
 3876     807.4792   7.10e+01  7.66e+01  8.15e+01  
 3877     807.6875   7.01e+01  7.51e+01  8.10e+01  
 3878     807.8958   7.26e+01  7.90e+01  8.46e+01  
 3879     808.1042   6.83e+01  7.34e+01  7.87e+01  
 3880     808.3125   6.67e+01  7.18e+01  8.17e+01  
 3881     808.5208   7.08e+01  7.65e+01  7.33e+01  
 3882     808.7292   7.51e+01  8.15e+01  9.36e+01  
 3883     808.9375   6.82e+01  7.12e+01  7.91e+01  
 3884     809.1458   6.05e+01  6.29e+01  7.00e+01  
 3885     809.3542   5.39e+01  5.94e+01  6.22e+01  
 3886     809.5625   4.86e+01  5.31e+01  5.50e+01  
 3887     809.7708   5.26e+01  5.90e+01  6.45e+01  
 3888     809.9792   5.09e+01  5.48e+01  5.81e+01  
 3889     810.1875   3.51e+01  4.46e+01  4.07e+01  
 3890     810.3958   3.48e+01  4.11e+01  3.92e+01  
 3891     810.6042   3.45e+01  3.78e+01  4.27e+01  
 3892     810.8125   3.57e+01  4.34e+01  5.35e+01  
 3893     811.0208   3.42e+01  4.10e+01  5.16e+01  
 3894     811.2292   4.34e+01  4.83e+01  6.48e+01  
 3895     811.4375   2.46e+01  2.82e+01  3.22e+01  
 3896     811.6458   3.56e+01  5.20e+01  8.22e+01  
 3897     811.8542   2.86e+01  3.54e+01  4.77e+01  
 3898     812.0625   5.37e+01  8.35e+01  1.10e+02  
 3899     812.2708   9.30e+01  1.30e+02  1.11e+02  
 3900     812.4792   1.61e+02  2.04e+02  2.20e+02  
 3901     812.6875   2.87e+02  4.03e+02  4.85e+02  
 3902     812.8958   3.40e+02  4.91e+02  5.84e+02  
 3903     813.1042   6.07e+02  7.44e+02  9.37e+02  
 3904     813.3125   4.79e+02  6.10e+02  6.80e+02  
 3905     813.5208   7.15e+02  9.02e+02  1.07e+03  
 3906     813.7292   7.53e+02  9.03e+02  1.06e+03  
 3907     813.9375   7.30e+02  9.23e+02  1.07e+03  
 3908     814.1458   7.30e+02  8.88e+02  1.03e+03  
 3909     814.3542   7.29e+02  8.54e+02  9.97e+02  
 3910     814.5625   7.37e+02  9.17e+02  1.05e+03  
 3911     814.7708   8.59e+02  1.01e+03  1.17e+03  
 3912     814.9792   9.96e+02  1.18e+03  1.35e+03  
 3913     815.1875   8.18e+02  9.87e+02  1.13e+03  
 3914     815.3958   8.25e+02  1.01e+03  1.19e+03  
 3915     815.6042   7.87e+02  9.31e+02  1.06e+03  
 3916     815.8125   8.61e+02  1.05e+03  1.23e+03  
 3917     816.0208   8.75e+02  1.06e+03  1.20e+03  
 3918     816.2292   8.89e+02  1.07e+03  1.18e+03  
 3919     816.4375   7.81e+02  9.70e+02  1.13e+03  
 3920     816.6458   8.77e+02  1.04e+03  1.14e+03  
 3921     816.8542   8.55e+02  1.00e+03  1.21e+03  
 3922     817.0625   7.93e+02  9.37e+02  1.07e+03  
 3923     817.2708   9.21e+02  1.17e+03  1.44e+03  
 3924     817.4792   8.53e+02  9.48e+02  9.69e+02  
 3925     817.6875   6.41e+02  7.84e+02  9.23e+02  
 3926     817.8958   5.37e+02  6.36e+02  7.18e+02  
 3927     818.1042   4.50e+02  5.17e+02  5.59e+02  
 3928     818.3125   6.03e+02  7.00e+02  7.03e+02  
 3929     818.5208   4.88e+02  5.58e+02  6.04e+02  
 3930     818.7292   5.14e+02  6.02e+02  6.68e+02  
 3931     818.9375   5.62e+02  6.33e+02  6.97e+02  
 3932     819.1458   5.06e+02  5.69e+02  5.93e+02  
 3933     819.3542   4.47e+02  4.86e+02  5.10e+02  
 3934     819.5625   4.27e+02  4.83e+02  5.31e+02  
 3935     819.7708   3.95e+02  4.59e+02  5.09e+02  
 3936     819.9792   3.65e+02  4.36e+02  4.89e+02  
 3937     820.1875   3.48e+02  4.15e+02  4.57e+02  
 3938     820.3958   3.07e+02  3.58e+02  3.86e+02  
 3939     820.6042   2.88e+02  3.52e+02  4.03e+02  
 3940     820.8125   3.18e+02  3.68e+02  4.05e+02  
 3941     821.0208   3.01e+02  3.55e+02  4.00e+02  
 3942     821.2292   2.80e+02  3.30e+02  3.62e+02  
 3943     821.4375   2.70e+02  3.18e+02  3.51e+02  
 3944     821.6458   2.67e+02  3.18e+02  3.49e+02  
 3945     821.8542   2.64e+02  3.15e+02  3.46e+02  
 3946     822.0625   2.72e+02  3.12e+02  3.40e+02  
 3947     822.2708   2.71e+02  3.07e+02  3.28e+02  
 3948     822.4792   2.26e+02  2.71e+02  3.07e+02  
 3949     822.6875   2.53e+02  2.94e+02  3.20e+02  
 3950     822.8958   2.67e+02  3.07e+02  3.28e+02  
 3951     823.1042   2.49e+02  2.84e+02  3.06e+02  
 3952     823.3125   2.14e+02  2.48e+02  2.63e+02  
 3953     823.5208   2.09e+02  2.39e+02  2.62e+02  
 3954     823.7292   2.10e+02  2.46e+02  2.70e+02  
 3955     823.9375   2.18e+02  2.40e+02  2.46e+02  
 3956     824.1458   2.13e+02  2.43e+02  2.53e+02  
 3957     824.3542   2.19e+02  2.47e+02  2.58e+02  
 3958     824.5625   2.26e+02  2.39e+02  2.48e+02  
 3959     824.7708   2.18e+02  2.33e+02  2.58e+02  
 3960     824.9792   2.39e+02  2.58e+02  2.66e+02  
 3961     825.1875   1.99e+02  2.15e+02  2.24e+02  
 3962     825.3958   1.87e+02  2.04e+02  2.14e+02  
 3963     825.6042   1.75e+02  1.94e+02  2.04e+02  
 3964     825.8125   1.64e+02  1.84e+02  1.95e+02  
 3965     826.0208   1.53e+02  1.75e+02  1.86e+02  
 3966     826.2292   1.44e+02  1.66e+02  1.79e+02  
 3967     826.4375   1.38e+02  1.57e+02  1.65e+02  
 3968     826.6458   1.30e+02  1.48e+02  1.61e+02  
 3969     826.8542   1.23e+02  1.43e+02  1.70e+02  
 3970     827.0625   1.16e+02  1.38e+02  1.49e+02  
 3971     827.2708   1.09e+02  1.27e+02  1.37e+02  
 3972     827.4792   1.06e+02  1.22e+02  1.32e+02  
 3973     827.6875   9.86e+01  1.17e+02  1.29e+02  
 3974     827.8958   1.09e+02  1.22e+02  1.31e+02  
 3975     828.1042   1.09e+02  1.21e+02  1.28e+02  
 3976     828.3125   9.87e+01  1.09e+02  1.18e+02  
 3977     828.5208   9.74e+01  1.11e+02  1.20e+02  
 3978     828.7292   9.70e+01  1.10e+02  1.19e+02  
 3979     828.9375   9.65e+01  1.08e+02  1.19e+02  
 3980     829.1458   9.38e+01  1.05e+02  1.11e+02  
 3981     829.3542   8.96e+01  1.01e+02  1.06e+02  
 3982     829.5625   8.24e+01  9.42e+01  1.03e+02  
 3983     829.7708   8.90e+01  1.04e+02  1.05e+02  
 3984     829.9792   8.66e+01  9.80e+01  1.04e+02  
 3985     830.1875   7.93e+01  9.24e+01  9.70e+01  
 3986     830.3958   8.00e+01  8.87e+01  9.44e+01  
 3987     830.6042   7.77e+01  8.77e+01  9.35e+01  
 3988     830.8125   7.55e+01  8.67e+01  9.26e+01  
 3989     831.0208   6.92e+01  7.75e+01  8.08e+01  
 3990     831.2292   6.16e+01  6.86e+01  7.21e+01  
 3991     831.4375   5.63e+01  6.38e+01  6.80e+01  
 3992     831.6458   5.51e+01  6.26e+01  6.47e+01  
 3993     831.8542   5.21e+01  5.87e+01  6.42e+01  
 3994     832.0625   4.77e+01  5.44e+01  6.14e+01  
 3995     832.2708   4.46e+01  5.18e+01  5.31e+01  
 3996     832.4792   4.47e+01  5.01e+01  5.28e+01  
 3997     832.6875   4.48e+01  4.84e+01  5.25e+01  
 3998     832.8958   4.21e+01  4.79e+01  5.16e+01  
 3999     833.1042   4.05e+01  4.52e+01  4.89e+01  
 4000     833.3125   4.20e+01  4.60e+01  5.01e+01  
 4001     833.5208   3.97e+01  4.33e+01  4.74e+01  
 4002     833.7292   3.84e+01  4.29e+01  4.59e+01  
 4003     833.9375   3.93e+01  4.24e+01  4.57e+01  
 4004     834.1458   3.62e+01  3.98e+01  4.34e+01  
 4005     834.3542   3.62e+01  4.05e+01  4.34e+01  
 4006     834.5625   3.62e+01  4.11e+01  4.34e+01  
 4007     834.7708   3.63e+01  4.03e+01  4.32e+01  
 4008     834.9792   3.42e+01  3.85e+01  4.34e+01  
 4009     835.1875   3.42e+01  3.78e+01  4.08e+01  
 4010     835.3958   3.39e+01  3.71e+01  3.89e+01  
 4011     835.6042   3.35e+01  3.64e+01  3.99e+01  
 4012     835.8125   3.57e+01  3.91e+01  4.09e+01  
 4013     836.0208   3.44e+01  3.75e+01  4.03e+01  
 4014     836.2292   3.46e+01  3.77e+01  4.05e+01  
 4015     836.4375   3.47e+01  3.79e+01  4.07e+01  
 4016     836.6458   3.06e+01  3.51e+01  3.65e+01  
 4017     836.8542   3.16e+01  3.53e+01  3.66e+01  
 4018     837.0625   3.09e+01  3.38e+01  3.70e+01  
 4019     837.2708   3.00e+01  3.13e+01  3.44e+01  
 4020     837.4792   2.69e+01  3.03e+01  3.23e+01  
 4021     837.6875   2.64e+01  2.94e+01  3.19e+01  
 4022     837.8958   2.66e+01  2.95e+01  3.02e+01  
 4023     838.1042   2.24e+01  2.43e+01  2.53e+01  
 4024     838.3125   1.88e+01  2.00e+01  2.12e+01  
 4025     838.5208   1.23e+01  1.31e+01  1.19e+01  
 4026     838.7292   1.47e+01  2.45e+01  4.70e+01  
 4027     838.9375   3.23e+01  6.84e+01  9.98e+01  
 4028     839.1458   3.36e+01  5.89e+01  1.23e+02  
 4029     839.3542   7.79e+01  1.48e+02  2.70e+02  
 4030     839.5625   1.08e+02  2.05e+02  3.22e+02  
 4031     839.7708   9.66e+01  1.91e+02  3.05e+02  
 4032     839.9792   1.24e+02  2.26e+02  3.43e+02  
 4033     840.1875   1.60e+02  2.67e+02  3.86e+02  
 4034     840.3958   1.59e+02  2.30e+02  3.34e+02  
 4035     840.6042   2.44e+02  3.30e+02  5.08e+02  
 4036     840.8125   2.08e+02  3.32e+02  5.21e+02  
 4037     841.0208   2.26e+02  3.43e+02  5.14e+02  
 4038     841.2292   2.57e+02  3.32e+02  5.11e+02  
 4039     841.4375   2.29e+02  3.48e+02  4.99e+02  
 4040     841.6458   2.05e+02  2.96e+02  4.49e+02  
 4041     841.8542   2.43e+02  3.73e+02  5.30e+02  
 4042     842.0625   2.35e+02  3.49e+02  5.12e+02  
 4043     842.2708   2.33e+02  3.47e+02  5.83e+02  
 4044     842.4792   3.15e+02  4.39e+02  6.30e+02  
 4045     842.6875   5.88e+02  7.46e+02  1.05e+03  
 4046     842.8958   4.84e+02  7.75e+02  9.91e+02  
 4047     843.1042   3.31e+02  4.79e+02  6.40e+02  
 4048     843.3125   2.92e+02  4.25e+02  6.57e+02  
 4049     843.5208   2.57e+02  3.78e+02  5.41e+02  
 4050     843.7292   2.24e+02  3.39e+02  4.73e+02  
 4051     843.9375   3.41e+02  4.96e+02  6.76e+02  
 4052     844.1458   2.66e+02  4.00e+02  5.33e+02  
 4053     844.3542   2.05e+02  3.14e+02  4.18e+02  
 4054     844.5625   2.41e+02  3.75e+02  4.47e+02  
 4055     844.7708   2.30e+02  3.97e+02  5.00e+02  
 4056     844.9792   2.58e+02  3.86e+02  4.87e+02  
 4057     845.1875   2.47e+02  3.51e+02  4.52e+02  
 4058     845.3958   2.37e+02  3.20e+02  4.20e+02  
 4059     845.6042   1.44e+02  2.07e+02  2.72e+02  
 4060     845.8125   1.68e+02  2.57e+02  3.18e+02  
 4061     846.0208   2.08e+02  2.86e+02  3.77e+02  
 4062     846.2292   1.86e+02  2.48e+02  3.44e+02  
 4063     846.4375   1.52e+02  2.14e+02  2.87e+02  
 4064     846.6458   1.86e+02  2.48e+02  3.33e+02  
 4065     846.8542   1.89e+02  2.81e+02  3.81e+02  
 4066     847.0625   1.53e+02  2.22e+02  3.02e+02  
 4067     847.2708   1.24e+02  1.75e+02  2.39e+02  
 4068     847.4792   6.91e+01  1.17e+02  1.56e+02  
 4069     847.6875   9.02e+01  1.32e+02  1.93e+02  
 4070     847.8958   8.94e+01  1.35e+02  1.92e+02  
 4071     848.1042   8.07e+01  1.16e+02  1.62e+02  
 4072     848.3125   9.14e+01  1.34e+02  1.85e+02  
 4073     848.5208   9.67e+01  1.42e+02  1.98e+02  
 4074     848.7292   6.70e+01  1.05e+02  1.53e+02  
 4075     848.9375   6.60e+01  1.04e+02  1.53e+02  
 4076     849.1458   6.51e+01  1.02e+02  1.52e+02  
 4077     849.3542   5.67e+01  8.72e+01  1.31e+02  
 4078     849.5625   6.38e+01  9.75e+01  1.53e+02  
 4079     849.7708   4.88e+01  8.39e+01  1.23e+02  
 4080     849.9792   5.73e+01  9.09e+01  1.40e+02  
 4081     850.1875   6.06e+01  9.76e+01  1.45e+02  
 4082     850.3958   6.73e+01  1.02e+02  1.58e+02  
 4083     850.6042   5.47e+01  8.88e+01  1.35e+02  
 4084     850.8125   5.61e+01  9.22e+01  1.42e+02  
 4085     851.0208   5.76e+01  9.58e+01  1.49e+02  
 4086     851.2292   5.61e+01  9.05e+01  1.43e+02  
 4087     851.4375   6.46e+01  1.09e+02  1.63e+02  
 4088     851.6458   5.84e+01  1.08e+02  1.58e+02  
 4089     851.8542   1.10e+02  1.85e+02  2.92e+02  
 4090     852.0625   7.50e+01  1.30e+02  2.00e+02  
 4091     852.2708   6.89e+01  1.17e+02  1.81e+02  
 4092     852.4792   6.54e+01  1.07e+02  1.65e+02  
 4093     852.6875   6.09e+01  8.00e+01  1.19e+02  
 4094     852.8958   5.66e+01  5.99e+01  4.51e+01  
 4095     853.1042   2.50e+01  2.07e+01  1.95e+01  
 4096     853.3125   1.41e+03  1.19e+03  1.05e+03  
 4097     853.5208   3.48e+03  3.18e+03  2.77e+03  
 4098     853.7292   4.33e+03  3.93e+03  3.65e+03  
 4099     853.9375   3.30e+03  3.00e+03  2.64e+03  
 4100     854.1458   3.35e+03  3.03e+03  2.83e+03  
 4101     854.3542   3.09e+03  2.86e+03  2.69e+03  
 4102     854.5625   4.47e+03  4.33e+03  4.19e+03  
