;Produced by Yue Chen, @LANL, on Jul  3, 2018
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: OMNI data between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), Dst(nT), upstream solar wind speed (km/s), upstream solar wind proton density
;

;format (I5, 3x, f15.4, 3e15.2)

  S/N              Time            Dst      S/W speed     S/W p+ den
 3391          706.4375      -1.00e+01       4.56e+02       8.85e+00
 3392          706.6458      -5.00e-01       4.89e+02       7.95e+00
 3393          706.8542      -3.50e+00       4.83e+02       1.28e+01
 3394          707.0625      -9.00e+00       4.65e+02       8.60e+00
 3395          707.2708      -1.35e+01       4.70e+02       9.35e+00
 3396          707.4792      -8.50e+00       4.34e+02       7.45e+00
 3397          707.6875      -8.00e+00       4.40e+02       5.50e+00
 3398          707.8958       0.00e+00       4.17e+02       8.00e+00
 3399          708.1042      -1.50e+00       3.86e+02       1.07e+01
 3400          708.3125      -6.50e+00       3.84e+02       1.15e+01
 3401          708.5208      -5.00e-01       3.80e+02       1.26e+01
 3402          708.7292       2.50e+00       4.08e+02       1.35e+01
 3403          708.9375      -3.00e+00       4.08e+02       1.44e+01
 3404          709.1458      -7.50e+00       3.78e+02       1.27e+01
 3405          709.3542      -1.40e+01       4.14e+02       1.18e+01
 3406          709.5625      -5.50e+00       4.11e+02       1.09e+01
 3407          709.7708      -2.20e+01       4.00e+02       9.92e+00
 3408          709.9792      -9.50e+00       4.18e+02       8.98e+00
 3409          710.1875      -1.25e+01       4.10e+02       7.85e+00
 3410          710.3958      -1.45e+01       4.26e+02       7.10e+00
 3411          710.6042      -7.50e+00       4.20e+02       6.20e+00
 3412          710.8125      -1.20e+01       4.02e+02       8.85e+00
 3413          711.0208      -1.15e+01       4.06e+02       1.71e+01
 3414          711.2292      -8.50e+00       4.80e+02       9.40e+00
 3415          711.4375      -8.50e+00       5.44e+02       8.05e+00
 3416          711.6458      -1.50e+00       5.86e+02       8.55e+00
 3417          711.8542      -1.25e+01       6.64e+02       6.50e+00
 3418          712.0625      -2.15e+01       5.90e+02       9.00e+00
 3419          712.2708      -4.20e+01       6.77e+02       4.60e+00
 3420          712.4792      -2.80e+01       6.84e+02       3.35e+00
 3421          712.6875      -3.10e+01       6.75e+02       2.80e+00
 3422          712.8958      -2.25e+01       6.44e+02       2.80e+00
 3423          713.1042      -1.75e+01       6.66e+02       2.70e+00
 3424          713.3125      -2.40e+01       6.36e+02       2.85e+00
 3425          713.5208      -1.65e+01       5.66e+02       2.75e+00
 3426          713.7292      -1.95e+01       5.53e+02       4.05e+00
 3427          713.9375      -9.50e+00       5.38e+02       4.15e+00
 3428          714.1458      -1.00e+01       5.32e+02       3.55e+00
 3429          714.3542      -1.80e+01       5.08e+02       3.35e+00
 3430          714.5625      -1.25e+01       4.57e+02       3.65e+00
 3431          714.7708      -1.60e+01       4.40e+02       4.10e+00
 3432          714.9792      -6.50e+00       4.24e+02       3.70e+00
 3433          715.1875       0.00e+00       4.18e+02       8.90e+00
 3434          715.3958      -7.50e+00       4.13e+02       8.95e+00
 3435          715.6042      -5.00e+00       4.11e+02       9.25e+00
 3436          715.8125      -1.20e+01       4.12e+02       7.65e+00
 3437          716.0208      -1.30e+01       3.98e+02       5.20e+00
 3438          716.2292      -7.50e+00       4.04e+02       5.00e+00
 3439          716.4375      -1.15e+01       4.45e+02       4.60e+00
 3440          716.6458      -3.50e+00       4.40e+02       3.90e+00
 3441          716.8542      -4.50e+00       4.31e+02       3.80e+00
 3442          717.0625       1.50e+00       4.14e+02       5.25e+00
 3443          717.2708       0.00e+00       4.14e+02       6.65e+00
 3444          717.4792      -2.25e+01       4.01e+02       7.10e+00
 3445          717.6875      -2.55e+01       4.04e+02       7.80e+00
 3446          717.8958      -1.30e+01       3.96e+02       8.40e+00
 3447          718.1042      -1.15e+01       4.16e+02       6.60e+00
 3448          718.3125      -2.90e+01       4.76e+02       2.55e+00
 3449          718.5208      -1.45e+01       5.13e+02       2.15e+00
 3450          718.7292      -2.05e+01       5.47e+02       1.65e+00
 3451          718.9375      -1.30e+01       5.15e+02       2.75e+00
 3452          719.1458      -8.00e+00       4.64e+02       3.10e+00
 3453          719.3542      -1.20e+01       4.40e+02       3.10e+00
 3454          719.5625      -7.50e+00       4.04e+02       3.60e+00
 3455          719.7708      -1.05e+01       3.92e+02       4.20e+00
 3456          719.9792      -1.40e+01       3.84e+02       4.30e+00
 3457          720.1875      -1.40e+01       3.80e+02       3.45e+00
 3458          720.3958      -1.60e+01       3.73e+02       3.15e+00
 3459          720.6042      -8.00e+00       3.94e+02       3.90e+00
 3460          720.8125      -9.50e+00       3.86e+02       4.85e+00
 3461          721.0208      -6.50e+00       3.87e+02       4.70e+00
 3462          721.2292      -5.00e+00       3.84e+02       3.25e+00
 3463          721.4375      -6.00e+00       3.80e+02       4.55e+00
 3464          721.6458      -8.50e+00       3.74e+02       4.60e+00
 3465          721.8542      -3.00e+00       3.58e+02       4.83e+00
 3466          722.0625      -9.00e+00       3.43e+02       5.30e+00
 3467          722.2708       1.00e+00       3.59e+02       5.77e+00
 3468          722.4792       4.00e+00       3.52e+02       6.15e+00
 3469          722.6875      -7.50e+00       3.42e+02       6.25e+00
 3470          722.8958      -1.25e+01       3.29e+02       5.85e+00
 3471          723.1042      -7.50e+00       3.38e+02       5.45e+00
 3472          723.3125      -1.50e+00       3.22e+02       5.10e+00
 3473          723.5208       0.00e+00       3.34e+02       6.65e+00
 3474          723.7292       1.50e+00       3.36e+02       6.20e+00
 3475          723.9375       1.50e+00       3.26e+02       6.80e+00
 3476          724.1458       1.50e+00       3.23e+02       1.07e+01
 3477          724.3542       8.00e+00       3.31e+02       9.35e+00
 3478          724.5625       8.50e+00       3.04e+02       1.03e+01
 3479          724.7708       9.50e+00       3.30e+02       9.45e+00
 3480          724.9792       1.70e+01       3.23e+02       1.35e+01
 3481          725.1875       1.20e+01       3.13e+02       2.02e+01
 3482          725.3958      -3.00e+00       3.13e+02       8.85e+00
 3483          725.6042      -1.35e+01       3.38e+02       4.20e+00
 3484          725.8125      -8.00e+00       3.26e+02       7.00e+00
 3485          726.0208       8.00e+00       3.36e+02       9.95e+00
 3486          726.2292       7.00e+00       3.37e+02       1.26e+01
 3487          726.4375       3.00e+00       3.34e+02       1.49e+01
 3488          726.6458       4.00e+00       3.46e+02       7.10e+00
 3489          726.8542       1.60e+01       3.28e+02       1.58e+01
 3490          727.0625      -2.20e+01       3.41e+02       1.39e+01
 3491          727.2708      -2.15e+01       3.71e+02       1.08e+01
 3492          727.4792      -2.35e+01       3.70e+02       1.18e+01
 3493          727.6875      -2.10e+01       3.83e+02       9.50e+00
 3494          727.8958      -4.95e+01       3.78e+02       7.40e+00
 3495          728.1042      -5.10e+01       4.42e+02       7.95e+00
 3496          728.3125      -5.70e+01       4.32e+02       7.00e+00
 3497          728.5208      -3.85e+01       4.60e+02       6.45e+00
 3498          728.7292      -3.50e+01       4.19e+02       5.40e+00
 3499          728.9375      -2.10e+01       4.44e+02       5.85e+00
 3500          729.1458      -3.00e+01       4.03e+02       5.95e+00
 3501          729.3542      -2.45e+01       4.05e+02       5.60e+00
 3502          729.5625      -1.90e+01       3.85e+02       5.35e+00
 3503          729.7708      -1.60e+01       3.83e+02       5.25e+00
 3504          729.9792      -1.10e+01       3.56e+02       5.95e+00
 3505          730.1875      -1.75e+01       3.52e+02       5.40e+00
 3506          730.3958      -2.60e+01       3.55e+02       6.55e+00
 3507          730.6042      -9.00e+00       3.40e+02       7.60e+00
 3508          730.8125      -7.00e+00       3.50e+02       8.15e+00
 3509          731.0208      -1.90e+01       3.56e+02       9.10e+00
 3510          731.2292      -1.05e+01       3.26e+02       7.50e+00
 3511          731.4375      -1.95e+01       3.34e+02       7.05e+00
 3512          731.6458      -3.50e+00       3.46e+02       9.50e+00
 3513          731.8542      -6.00e+00       3.29e+02       9.05e+00
 3514          732.0625      -4.50e+00       3.34e+02       1.06e+01
 3515          732.2708      -1.00e+01       3.14e+02       9.90e+00
 3516          732.4792      -6.50e+00       3.08e+02       1.38e+01
 3517          732.6875      -4.00e+00       3.03e+02       1.34e+01
 3518          732.8958       2.50e+00       3.36e+02       1.24e+01
 3519          733.1042      -1.00e+00       3.32e+02       1.78e+01
 3520          733.3125      -1.65e+01       3.69e+02       1.64e+01
 3521          733.5208      -2.70e+01       3.92e+02       2.72e+01
 3522          733.7292      -2.75e+01       4.28e+02       2.03e+01
 3523          733.9375      -2.50e+01       4.17e+02       2.45e+01
 3524          734.1458      -5.25e+01       4.66e+02       1.15e+01
 3525          734.3542      -4.25e+01       4.80e+02       9.55e+00
 3526          734.5625      -2.80e+01       4.58e+02       9.50e+00
 3527          734.7708      -2.25e+01       4.76e+02       5.35e+00
 3528          734.9792      -2.25e+01       4.76e+02       3.60e+00
 3529          735.1875      -2.00e+01       4.55e+02       4.00e+00
 3530          735.3958      -2.50e+01       4.80e+02       5.00e+00
 3531          735.6042      -2.00e+01       4.72e+02       4.55e+00
 3532          735.8125      -8.00e+00       4.69e+02       4.45e+00
 3533          736.0208      -8.50e+00       4.60e+02       4.70e+00
 3534          736.2292      -1.05e+01       4.42e+02       4.15e+00
 3535          736.4375      -1.25e+01       4.08e+02       4.60e+00
 3536          736.6458      -8.50e+00       3.84e+02       4.35e+00
 3537          736.8542      -3.50e+00       3.72e+02       5.00e+00
 3538          737.0625       1.50e+00       3.62e+02       7.80e+00
 3539          737.2708       2.00e+00       3.52e+02       8.85e+00
 3540          737.4792       5.50e+00       3.48e+02       1.23e+01
 3541          737.6875       1.00e+01       3.32e+02       1.15e+01
 3542          737.8958       6.50e+00       3.24e+02       1.13e+01
 3543          738.1042       7.00e+00       3.46e+02       1.49e+01
 3544          738.3125       2.50e+00       3.52e+02       1.89e+01
 3545          738.5208      -1.00e+00       3.62e+02       2.04e+01
 3546          738.7292      -6.50e+00       3.95e+02       1.75e+01
 3547          738.9375      -1.05e+01       4.69e+02       1.35e+01
 3548          739.1458      -1.90e+01       5.08e+02       9.75e+00
 3549          739.3542      -4.35e+01       5.50e+02       7.80e+00
 3550          739.5625      -2.65e+01       5.23e+02       6.30e+00
 3551          739.7708      -1.15e+01       5.16e+02       5.35e+00
 3552          739.9792      -1.30e+01       4.54e+02       9.35e+00
 3553          740.1875      -2.60e+01       5.24e+02       1.00e+01
 3554          740.3958      -4.55e+01       6.04e+02       6.25e+00
 3555          740.6042      -3.85e+01       6.32e+02       3.75e+00
 3556          740.8125      -1.80e+01       5.74e+02       4.50e+00
 3557          741.0208      -1.30e+01       5.54e+02       3.40e+00
 3558          741.2292      -1.70e+01       5.39e+02       2.95e+00
 3559          741.4375      -1.50e+01       4.98e+02       3.75e+00
 3560          741.6458      -1.45e+01       4.56e+02       3.65e+00
 3561          741.8542      -1.20e+01       4.58e+02       5.60e+00
 3562          742.0625      -7.00e+00       4.48e+02       5.70e+00
 3563          742.2708       0.00e+00       4.38e+02       6.75e+00
 3564          742.4792       3.50e+00       4.64e+02       1.22e+01
 3565          742.6875      -8.50e+00       4.56e+02       5.00e+00
 3566          742.8958      -3.00e+00       5.04e+02       4.65e+00
 3567          743.1042       1.00e+00       4.86e+02       4.85e+00
 3568          743.3125       6.50e+00       4.48e+02       5.45e+00
 3569          743.5208      -3.00e+00       4.35e+02       5.30e+00
 3570          743.7292       0.00e+00       4.22e+02       5.15e+00
 3571          743.9375       7.00e+00       4.10e+02       8.45e+00
 3572          744.1458       1.45e+01       4.30e+02       7.65e+00
 3573          744.3542      -1.55e+01       4.80e+02       8.10e+00
 3574          744.5625      -2.00e+00       4.80e+02       6.80e+00
 3575          744.7708       2.50e+00       4.86e+02       7.65e+00
 3576          744.9792       3.50e+00       4.94e+02       6.25e+00
 3577          745.1875      -1.35e+01       4.94e+02       7.20e+00
 3578          745.3958      -1.05e+01       5.34e+02       6.10e+00
 3579          745.6042      -5.00e-01       5.66e+02       5.60e+00
 3580          745.8125      -6.50e+00       5.62e+02       5.20e+00
 3581          746.0208      -5.00e+00       5.51e+02       4.75e+00
 3582          746.2292       0.00e+00       5.56e+02       5.40e+00
 3583          746.4375      -2.50e+00       5.70e+02       5.10e+00
 3584          746.6458      -6.50e+00       5.64e+02       3.25e+00
 3585          746.8542      -4.00e+00       5.48e+02       3.25e+00
 3586          747.0625      -1.15e+01       5.38e+02       2.50e+00
 3587          747.2708      -7.00e+00       4.79e+02       2.65e+00
 3588          747.4792       1.00e+00       4.34e+02       3.05e+00
 3589          747.6875       2.00e+00       3.98e+02       3.80e+00
 3590          747.8958       6.50e+00       4.20e+02       5.55e+00
 3591          748.1042       5.00e+00       4.04e+02       5.70e+00
 3592          748.3125       1.05e+01       3.83e+02       5.25e+00
 3593          748.5208       7.00e+00       3.72e+02       4.40e+00
 3594          748.7292       5.50e+00       3.60e+02       4.70e+00
 3595          748.9375       6.50e+00       3.59e+02       4.90e+00
 3596          749.1458       5.50e+00       3.70e+02       5.55e+00
